lon,lat
-22.5377277623271,69.4532466520959
-26.243920212573823,67.04831019078767
-25.524421922736067,62.74888934006248
-28.498518281557196,60.8719883076827
-30.809247422797412,58.658932759887094
-34.09291514982297,55.4399428721844
-33.84968050337663,52.01976611650028
-31.660568685359593,50.20908430466751
-29.593074190565716,49.00196309677901
-28.01204898866453,46.99009441696482
-28.863370251226712,44.77703886916922
-29.2146595504232,41.8159164934226
-29.26696458147977,39.71281217322475
-27.366904462425282,37.21563776606607
-28.760281883065247,37.00753989880285
-30.560909951600436,37.32622691838307
-32.15979504012881,36.57850155303956
-34.877899690627046,35.830776187696046
-37.49820020007169,35.72362981000539
-40.17378131098141,33.30938739422837
-42.60612777544479,30.69395811046992
-44.916856916685,26.26784701487871
-45.660102827774764,21.72561463978144
-46.34553493639014,17.700527032716963
-45.7580217004341,15.32206617399703
-45.072589591818726,12.943605315277113
-43.799644247247315,11.296978566932552
-41.6806906926358,9.33052355279419
-39.7581152331383,8.33492358219724
-36.867205057697745,6.625251278372289
-35.22048628785052,5.584761942056176
-33.1937554941924,3.2956854021607143
-31.538951362136416,1.9242359891270695
-29.593074190565716,-0.0876326906871156
-27.403962372548676,-1.697127634538461
-24.686149312036193,3.3047227952532836
-23.857013187556475,4.800173525940309
-22.7959823482387,5.0390949354385
-21.369604814117334,5.7348302326197
-20.389716667004947,5.547898891283822
-19.6480361376926,5.14528949556451
-18.882196440678182,6.482555597963213
-18.8008966896028,9.61335491930661
-18.8958064028551,11.5345544201315
-18.5747652282591,13.1669331801133
-18.0412353952007,13.889625203764
-16.4284142776568,14.3187573991682
-15.2725420246616,16.5770875838049
-15.9396486832079,19.7127714730869
-16.9709685458864,20.9081097160596
-16.3338338331649,22.6533482065989
-15.5043491961198,24.9569763648598
-14.1466730980244,26.391173376663
-12.951097693888,27.2771009161525
-9.95851341133321,28.9455485515156
-9.15610310396085,29.7276114187437
-9.76419508609237,30.624235263983
-8.66596400324359,32.4270723553867
-7.14568706383771,32.8798790391697
-6.19853899472339,34.2436193633956
-5.28294512941351,35.2718934613404
-4.83816651170735,36.0750632274874
-5.56387500967104,36.9967697806107
-6.89696058429308,37.1122759492213
-8.25185504242105,37.1122759492213
-8.77372999230665,38.5036148648959
-9.0713258113353,39.4367759902847
-8.65900225962845,40.0223789570274
-8.30052866123985,41.9092452912166
-8.74254262216164,42.8604638816518
-8.35153771459461,43.2185752431387
-5.22302316525847,42.9797478251026
-3.12654983237228,43.0991181211598
-1.72188959686237,43.5774723474976
-1.39546986435149,45.2631059111915
-1.47718895131516,46.6006581787786
-2.53823277565699,47.4582162245578
-4.85495731931792,48.6923979256554
-2.2306382346678,48.9405675885431
-0.992637036563739,49.5630030901993
-1.88796095566961,50.4393792439356
-4.55773573604069,51.8288184094867
-4.92467976661461,53.3628065598818
-3.95257326450872,54.5266865704959
-5.59030595403036,56.0977623905422
-5.54129084107317,57.6926055719372
-5.15098427265293,58.6347726794557
-7.32456765196484,61.1016115469829
-10.1089694531336,60.2719049289908
-11.8029456623556,62.5023133408082
-13.0480350198284,65.0859465670258
-17.0690612466565,68.3723768153812
-18.8487781227112,69.9223795638268
-23.5982195152059,69.1425009936732
