lon,lat
-27.016593556121713,-0.5965710571362308
-26.6031130158367,0.689226048246013
-26.2101746294778,1.64361022411245
-25.4240772312527,2.49209531106264
-24.8975430606109,3.87136239479974
-24.5025401048018,4.50821901107217
-23.9705149427571,6.20763188157115
-22.6654375856647,4.93290702227564
-21.4801397080276,6.62221965546521
-20.5486538074765,7.2538144939471
-19.9968978935718,5.93886606298349
-19.6553565490865,5.11855514469247
-19.3180090052594,5.92268239015537
-19.0539092401876,6.87933686777219
-18.9701127014235,7.46530256826123
-18.945358462768,8.86739463641114
-18.9152232608697,10.5733796001513
-19.0209473669738,12.2334169516241
-18.0429974658381,13.8818018194403
-17.6567348884646,13.353635572659
-16.6235988408682,12.283000415199
-15.73957796179,10.6801180050765
-14.5670706696281,10.0398975481377
-13.7746765844885,10.0398975481377
-13.4019983245553,9.1870180061221
-12.1173311285286,7.90914732000545
-11.088063225229,6.95175162692878
-9.40876111734558,5.67636695978479
-7.72816504164697,4.40206221243386
-6.5542749494786,4.08362604999512
-5.62506595201927,4.72055057100655
-4.96033313653069,5.14528949556451
-3.26060079192045,4.93290702227564
-2.61480887535584,4.50821901107217
-0.774793403163759,4.72055057100655
1.21600391642383,5.57013703896366
3.86284251044548,6.20763188157115
4.6505790421399,6.20763188157115
6.16965817323536,4.61438175023017
7.32268370033761,3.65911912269396
8.64096760004414,3.97749160422693
10.4580055525442,3.34078997486691
10.8433637779979,3.02250037283283
10.4327921855727,2.06783104030072
10.4246453948934,1.4315133217754
10.2864293933903,0.159050773519642
10.2864293933903,0.159050773519642
9.84763028945105,-0.265084854436475
9.46205823212568,-1.4315133217754
9.87511875002002,-2.81032740658309
11.4881444801894,-4.40206221243386
13.1773801579258,-7.05809015262763
14.1239310600463,-11.1072166070251
13.567464146275,-13.5679757824749
12.168687189329,-16.4693298443874
13.893328953668856,-23.02902606053767
11.104573990201317,-21.252197941456373
8.594694523080548,-23.806388362635744
7.256092140616133,-25.805319996602208
5.58283916253562,-28.248458660338997
3.4076102910309487,-32.80158071548484
0.3399798312166737,-33.13473598781258
-1.444823345402547,-34.911564106893884
-3.787377514715267,-36.57734046853261
-7.133883470876299,-39.57573791948231
-9.86686333507447,-39.13153088971198
-12.519959281719656,-39.25288429441268
-14.522138043442762,-45.10257167346606
-14.884737346746943,-44.813301418457925
-15.389223333952769,-38.64220264495107
-16.839620547169503,-37.71010960103597
-17.06033316657205,-35.749500094869724
-14.50637285634258,-33.85317286759418
-13.19316426352459,-29.721511805072733
-12.96897225951479,-26.254883882946764
-12.614984884762475,-22.39432096967012
-11.930609293574662,-20.8185810050674
-13.075168471940486,-18.45497105816333
-14.125331017039024,-17.66710107586198
-14.786107449910013,-13.333816173204518
-14.29052512525677,-12.073224201522343
-12.94537310119797,-11.679289210371664
-13.405556688375981,-9.709614254618273
-12.178400455901283,-5.770264343111492
-11.8349305516694,-4.72055057100655
-12.402592459911084,-1.2794054439937597
-16.87463296094868,-0.8066834546129442
-26.924994707573056,-0.6697197860755857
